strategy,trimMode,quadGaussN,subCellDivGlobal,triGaussNGlobal,elemTotal,elemIn,elemCut,elemOut,policySubcell,policyTriangle,policyFallback,standardQuadraturePoints,subCellCandidatePoints,subCellAcceptedPoints,triangleIntegrationPoints,candidateQuadraturePoints,activeQuadraturePoints,activeCandidateQuadratureRatio,activeAreaConsistencyError,pressureResultantRelativeError,lineLoadResultantRelativeError,pressureRejectionRatio,lineLoadRejectionRatio,couplingAcceptanceRatio,trimClassifyMs,trimClipTriMs,trimTotalMs
subcell-mask,0,4,5,7,100,46,54,0,54,0,0,736,21600,18945,0,22336,19681,0.881134,0.000614534,0,0,0,0,0,0.113,0,20017.2
