shellH,physicalLengthU,physicalLengthV,patchAspectRatio,minFeatureScaleUV,minFeatureScalePhysical,sigmaH,sigmaB,holeCtrlDemand,bridgeCtrlDemand,targetElementSizeU,targetElementSizeV,targetElementAspectRatio,minBoundaryDistanceUV,targetSpansPerFeature,degreeU,degreeV,ctrlU,ctrlV,quadGaussN,subCellDiv,triGaussN,lineGaussLoad,lineGaussBC,lineGaussCouple,coupleSegments,coupleMapSamples,weakBoundary,couplingBoundary,loadBoundary,hole,corner,narrowBridge,shortBoundary,reasons
819,1458.06,800,1.82258,5.55112e-17,4.44089e-14,0.0042,0.0045,33,39,40.5018,22.2222,1.82258,0.07625,6,3,3,39,39,4,6,7,4,5,5,3,3,0,0,0,24,43,190,413,trimmed-or-operator-domain|trim-hole-feature|short-boundary-chain|sharp-corner-feature|narrow-bridge-feature|trim-boundary-chain
