shellH,physicalLengthU,physicalLengthV,patchAspectRatio,minFeatureScaleUV,minFeatureScalePhysical,targetElementSizeU,targetElementSizeV,targetElementAspectRatio,minBoundaryDistanceUV,targetSpansPerFeature,degreeU,degreeV,ctrlU,ctrlV,quadGaussN,subCellDiv,triGaussN,lineGaussLoad,lineGaussBC,lineGaussCouple,coupleSegments,coupleMapSamples,weakBoundary,couplingBoundary,loadBoundary,hole,corner,narrowBridge,shortBoundary,reasons
806,98.4641,132.138,1.34199,1,98.4641,9.84641,13.2138,1.34199,0,6,3,3,13,13,4,5,7,4,4,5,3,3,0,0,0,0,3,0,0,trimmed-or-operator-domain|trim-boundary-chain|sharp-corner-feature
