shellH,physicalLengthU,physicalLengthV,patchAspectRatio,minFeatureScaleUV,minFeatureScalePhysical,targetElementSizeU,targetElementSizeV,targetElementAspectRatio,minBoundaryDistanceUV,targetSpansPerFeature,degreeU,degreeV,ctrlU,ctrlV,quadGaussN,subCellDiv,triGaussN,lineGaussLoad,lineGaussBC,lineGaussCouple,coupleSegments,coupleMapSamples,weakBoundary,couplingBoundary,loadBoundary,hole,corner,narrowBridge,shortBoundary,reasons
819,1458.06,800,1.82258,8.88178e-16,7.10543e-13,145.806,80,1.82258,0,6,3,3,13,13,4,5,7,4,4,5,3,3,0,0,0,24,3,0,0,trimmed-or-operator-domain|trim-hole-feature|sharp-corner-feature|trim-boundary-chain
